,Text,Label,CaseFolding,TextClean,tokens,normalisasi,stopword
297,"Mau dijual berapa pak??? 15 milyarrrr...wotsss...
Teringat pengalaman dampingi petani kayu pasak bumi, produk mereka mau dibeli murah, mereka minta tambahan 5% ke pembeli, saya sampaikan ke petani, kasih gratis aja...petani mencak2...saya bilang lagi, gratis dengan MOU...kalian buat koperasi, dan koperasi anda tercatat sebagai pemegang saham sebanyak 2%...pembeli yang mencak2...
Untuk bapak nikuba...mohon bapak gandeng pengacara tentang HAKI, kalo bapak keberatan biaya pengacara, kasih fee aja dariroyalti bapak, kalo jadi Ferrari beli, minta persentasi royalti dari tiap pemakaian alat nikuba di mobil Ferrari...
So maju terus pak dan Maju Terus Indonesia-ku!",positif,"mau dijual berapa pak??? 15 milyarrrr...wotsss...
teringat pengalaman dampingi petani kayu pasak bumi, produk mereka mau dibeli murah, mereka minta tambahan 5% ke pembeli, saya sampaikan ke petani, kasih gratis aja...petani mencak2...saya bilang lagi, gratis dengan mou...kalian buat koperasi, dan koperasi anda tercatat sebagai pemegang saham sebanyak 2%...pembeli yang mencak2...
untuk bapak nikuba...mohon bapak gandeng pengacara tentang haki, kalo bapak keberatan biaya pengacara, kasih fee aja dariroyalti bapak, kalo jadi ferrari beli, minta persentasi royalti dari tiap pemakaian alat nikuba di mobil ferrari...
so maju terus pak dan maju terus indonesia-ku!",mau dijual berapa pak milyarrrrwotsss teringat pengalaman dampingi petani kayu pasak bumi produk mereka mau dibeli murah mereka minta tambahan ke pembeli saya sampaikan ke petani kasih gratis ajapetani mencaksaya bilang lagi gratis dengan moukalian buat koperasi dan koperasi anda tercatat sebagai pemegang saham sebanyak pembeli yang mencak untuk bapak nikubamohon bapak gandeng pengacara tentang haki kalo bapak keberatan biaya pengacara kasih fee aja dariroyalti bapak kalo jadi ferrari beli minta persentasi royalti dari tiap pemakaian alat nikuba di mobil ferrari so maju terus pak dan maju terus indonesiaku,"['mau', 'dijual', 'berapa', 'pak', 'milyarrrrwotsss', 'teringat', 'pengalaman', 'dampingi', 'petani', 'kayu', 'pasak', 'bumi', 'produk', 'mereka', 'mau', 'dibeli', 'murah', 'mereka', 'minta', 'tambahan', 'ke', 'pembeli', 'saya', 'sampaikan', 'ke', 'petani', 'kasih', 'gratis', 'ajapetani', 'mencaksaya', 'bilang', 'lagi', 'gratis', 'dengan', 'moukalian', 'buat', 'koperasi', 'dan', 'koperasi', 'anda', 'tercatat', 'sebagai', 'pemegang', 'saham', 'sebanyak', 'pembeli', 'yang', 'mencak', 'untuk', 'bapak', 'nikubamohon', 'bapak', 'gandeng', 'pengacara', 'tentang', 'haki', 'kalo', 'bapak', 'keberatan', 'biaya', 'pengacara', 'kasih', 'fee', 'aja', 'dariroyalti', 'bapak', 'kalo', 'jadi', 'ferrari', 'beli', 'minta', 'persentasi', 'royalti', 'dari', 'tiap', 'pemakaian', 'alat', 'nikuba', 'di', 'mobil', 'ferrari', 'so', 'maju', 'terus', 'pak', 'dan', 'maju', 'terus', 'indonesiaku']","['mau', 'dijual', 'berapa', 'pak', 'milyarrrrwotsss', 'teringat', 'pengalaman', 'dampingi', 'petani', 'kayu', 'pasak', 'bumi', 'produk', 'mereka', 'mau', 'dibeli', 'murah', 'mereka', 'minta', 'tambahan', 'ke', 'pembeli', 'saya', 'sampaikan', 'ke', 'petani', 'kasih', 'gratis', 'ajapetani', 'mencaksaya', 'bilang', 'lagi', 'gratis', 'dengan', 'moukalian', 'buat', 'koperasi', 'dan', 'koperasi', 'anda', 'tercatat', 'sebagai', 'pemegang', 'saham', 'sebanyak', 'pembeli', 'yang', 'mencak', 'untuk', 'bapak', 'nikubamohon', 'bapak', 'gandeng', 'pengacara', 'tentang', 'haki', 'kalau', 'bapak', 'keberatan', 'biaya', 'pengacara', 'kasih', 'fee', 'saja', 'dariroyalti', 'bapak', 'kalau', 'jadi', 'ferrari', 'beli', 'minta', 'persentasi', 'royalti', 'dari', 'tiap', 'pemakaian', 'alat', 'nikuba', 'di', 'mobil', 'ferrari', 'so', 'maju', 'terus', 'pak', 'dan', 'maju', 'terus', 'indonesiaku']","['dijual', 'milyarrrrwotsss', 'pengalaman', 'dampingi', 'petani', 'kayu', 'pasak', 'bumi', 'produk', 'dibeli', 'murah', 'tambahan', 'pembeli', 'petani', 'kasih', 'gratis', 'ajapetani', 'mencaksaya', 'gratis', 'moukalian', 'koperasi', 'koperasi', 'tercatat', 'pemegang', 'saham', 'pembeli', 'mencak', 'nikubamohon', 'gandeng', 'pengacara', 'haki', 'keberatan', 'biaya', 'pengacara', 'kasih', 'fee', 'dariroyalti', 'ferrari', 'beli', 'persentasi', 'royalti', 'pemakaian', 'alat', 'nikuba', 'mobil', 'ferrari', 'so', 'maju', 'maju', 'indonesiaku']"
298,"jd curiga orang b**n yg dtang kesana,
jngn"" ada udang dibalik bakwan.
dan tersingkirlah pnemu nikuba asli.",negatif,"jd curiga orang b**n yg dtang kesana,
jngn"" ada udang dibalik bakwan.
dan tersingkirlah pnemu nikuba asli.",jd curiga orang bn yg dtang kesana jngn ada udang dibalik bakwan dan tersingkirlah pnemu nikuba asli,"['jd', 'curiga', 'orang', 'bn', 'yg', 'dtang', 'kesana', 'jngn', 'ada', 'udang', 'dibalik', 'bakwan', 'dan', 'tersingkirlah', 'pnemu', 'nikuba', 'asli']","['jadi', 'curiga', 'orang', 'bn', 'yang', 'dtang', 'kesana', 'jngn', 'ada', 'udang', 'dibalik', 'bakwan', 'dan', 'tersingkirlah', 'pnemu', 'nikuba', 'asli']","['curiga', 'orang', 'bn', 'dtang', 'kesana', 'jngn', 'udang', 'dibalik', 'bakwan', 'tersingkirlah', 'pnemu', 'nikuba', 'asli']"
299,"PEMERINTAH INDONESIA TUH GA PERNAH MENGHARGAI PENEMUAN RAKYATNYA TERKESAN MENYEPELEKAN BAHKAN MENGHINA, SEPERTI DULU MOBIL LISTRIK RIKI SELON TDK LULUS UJI EMISI, TEKNOLOGI 4G, NIKUBA. DILUAR NEGERI MEREKA SANGAT DIHARGAI. EMANG KOCAK PEMERINTAH INDONESIA. GILIRAN DIKLAIM NGAMUK",negatif,"pemerintah indonesia tuh ga pernah menghargai penemuan rakyatnya terkesan menyepelekan bahkan menghina, seperti dulu mobil listrik riki selon tdk lulus uji emisi, teknologi 4g, nikuba. diluar negeri mereka sangat dihargai. emang kocak pemerintah indonesia. giliran diklaim ngamuk",pemerintah indonesia tuh ga pernah menghargai penemuan rakyatnya terkesan menyepelekan bahkan menghina seperti dulu mobil listrik riki selon tdk lulus uji emisi teknologi  nikuba diluar negeri mereka sangat dihargai emang kocak pemerintah indonesia giliran diklaim ngamuk,"['pemerintah', 'indonesia', 'tuh', 'ga', 'pernah', 'menghargai', 'penemuan', 'rakyatnya', 'terkesan', 'menyepelekan', 'bahkan', 'menghina', 'seperti', 'dulu', 'mobil', 'listrik', 'riki', 'selon', 'tdk', 'lulus', 'uji', 'emisi', 'teknologi', 'nikuba', 'diluar', 'negeri', 'mereka', 'sangat', 'dihargai', 'emang', 'kocak', 'pemerintah', 'indonesia', 'giliran', 'diklaim', 'ngamuk']","['pemerintah', 'indonesia', 'tuh', 'tidak', 'pernah', 'menghargai', 'penemuan', 'rakyatnya', 'terkesan', 'menyepelekan', 'bahkan', 'menghina', 'seperti', 'dulu', 'mobil', 'listrik', 'riki', 'selon', 'tidak', 'lulus', 'uji', 'emisi', 'teknologi', 'nikuba', 'diluar', 'negeri', 'mereka', 'sangat', 'dihargai', 'emang', 'kocak', 'pemerintah', 'indonesia', 'giliran', 'diklaim', 'ngamuk']","['pemerintah', 'indonesia', 'menghargai', 'penemuan', 'rakyatnya', 'terkesan', 'menyepelekan', 'menghina', 'mobil', 'listrik', 'riki', 'selon', 'lulus', 'uji', 'emisi', 'teknologi', 'nikuba', 'diluar', 'negeri', 'dihargai', 'emang', 'kocak', 'pemerintah', 'indonesia', 'giliran', 'diklaim', 'ngamuk']"
300,"Buat hak paten aja pak misel, biar dapet royalti setiap produksi nikuba",netral,"buat hak paten aja pak misel, biar dapet royalti setiap produksi nikuba",buat hak paten aja pak misel biar dapet royalti setiap produksi nikuba,"['buat', 'hak', 'paten', 'aja', 'pak', 'misel', 'biar', 'dapet', 'royalti', 'setiap', 'produksi', 'nikuba']","['buat', 'hak', 'paten', 'saja', 'pak', 'misel', 'biar', 'dapet', 'royalti', 'setiap', 'produksi', 'nikuba']","['hak', 'paten', 'misel', 'dapet', 'royalti', 'produksi', 'nikuba']"
301,"nah, itu pak misel aja bilang klo dy kecewa terhadap pihak yg mengundang krn stlah presentasi, membantu ilmuwan disana yg g bs ngidupin motor dgn nikuba dri romania, transfer knowledge yg kataX hanya 50%, tidak lgs ttd kontrak..lah klo dinegeri sendiri kecewa, dinegara org jg kecewa, trs mwnya gmn..? yg namaX menciptakan alat yg kataX revolusioner, jalanX ya g semudah & semulus itu fergusso..memang buuaanyaak pihak khususX ilmuwan & masyarakat yg HARUS anda yakinkan krn mereka smw itu ragu/skeptis..lah klo sedikit2 kecewa, gmn mw maju..? dan lagi, kataX sudah banyak orderan masuk khususX satuan2 TNI..nah itu dijadikan narasumber jg donk oleh metro biar smw jelas, hasilX sprti apa..",negatif,"nah, itu pak misel aja bilang klo dy kecewa terhadap pihak yg mengundang krn stlah presentasi, membantu ilmuwan disana yg g bs ngidupin motor dgn nikuba dri romania, transfer knowledge yg katax hanya 50%, tidak lgs ttd kontrak..lah klo dinegeri sendiri kecewa, dinegara org jg kecewa, trs mwnya gmn..? yg namax menciptakan alat yg katax revolusioner, jalanx ya g semudah & semulus itu fergusso..memang buuaanyaak pihak khususx ilmuwan & masyarakat yg harus anda yakinkan krn mereka smw itu ragu/skeptis..lah klo sedikit2 kecewa, gmn mw maju..? dan lagi, katax sudah banyak orderan masuk khususx satuan2 tni..nah itu dijadikan narasumber jg donk oleh metro biar smw jelas, hasilx sprti apa..",nah itu pak misel aja bilang klo dy kecewa terhadap pihak yg mengundang krn stlah presentasi membantu ilmuwan disana yg  bs ngidupin motor dgn nikuba dri romania transfer knowledge yg katax hanya tidak lgs ttd kontraklah klo dinegeri sendiri kecewa dinegara org jg kecewa trs mwnya gmn yg namax menciptakan alat yg katax revolusioner jalanx ya  semudah semulus itu fergussomemang buuaanyaak pihak khususx ilmuwan masyarakat yg harus anda yakinkan krn mereka smw itu raguskeptislah klo sedikit kecewa gmn mw maju dan lagi katax sudah banyak orderan masuk khususx satuan tninah itu dijadikan narasumber jg donk oleh metro biar smw jelas hasilx sprti apa,"['nah', 'itu', 'pak', 'misel', 'aja', 'bilang', 'klo', 'dy', 'kecewa', 'terhadap', 'pihak', 'yg', 'mengundang', 'krn', 'stlah', 'presentasi', 'membantu', 'ilmuwan', 'disana', 'yg', 'bs', 'ngidupin', 'motor', 'dgn', 'nikuba', 'dri', 'romania', 'transfer', 'knowledge', 'yg', 'katax', 'hanya', 'tidak', 'lgs', 'ttd', 'kontraklah', 'klo', 'dinegeri', 'sendiri', 'kecewa', 'dinegara', 'org', 'jg', 'kecewa', 'trs', 'mwnya', 'gmn', 'yg', 'namax', 'menciptakan', 'alat', 'yg', 'katax', 'revolusioner', 'jalanx', 'ya', 'semudah', 'semulus', 'itu', 'fergussomemang', 'buuaanyaak', 'pihak', 'khususx', 'ilmuwan', 'masyarakat', 'yg', 'harus', 'anda', 'yakinkan', 'krn', 'mereka', 'smw', 'itu', 'raguskeptislah', 'klo', 'sedikit', 'kecewa', 'gmn', 'mw', 'maju', 'dan', 'lagi', 'katax', 'sudah', 'banyak', 'orderan', 'masuk', 'khususx', 'satuan', 'tninah', 'itu', 'dijadikan', 'narasumber', 'jg', 'donk', 'oleh', 'metro', 'biar', 'smw', 'jelas', 'hasilx', 'sprti', 'apa']","['nah', 'itu', 'pak', 'misel', 'saja', 'bilang', 'kalau', 'dia', 'kecewa', 'terhadap', 'pihak', 'yang', 'mengundang', 'karena', 'stlah', 'presentasi', 'membantu', 'ilmuwan', 'disana', 'yang', 'bisa', 'ngidupin', 'motor', 'dgn', 'nikuba', 'dari   ', 'romania', 'transfer', 'knowledge', 'yang', 'katax', 'hanya', 'tidak', 'lgs', 'ttd', 'kontraklah', 'kalau', 'dinegeri', 'sendiri', 'kecewa', 'dinegara', 'orang', 'jg', 'kecewa', 'terus', 'mwnya', 'bagaimana', 'yang', 'namax', 'menciptakan', 'alat', 'yang', 'katax', 'revolusioner', 'jalanx', 'ya', 'semudah', 'semulus', 'itu', 'fergussomemang', 'buuaanyaak', 'pihak', 'khususx', 'ilmuwan', 'masyarakat', 'yang', 'harus', 'anda', 'yakinkan', 'karena', 'mereka', 'smw', 'itu', 'raguskeptislah', 'kalau', 'sedikit', 'kecewa', 'bagaimana', 'mau', 'maju', 'dan', 'lagi', 'katax', 'sudah', 'banyak', 'orderan', 'masuk', 'khususx', 'satuan', 'tninah', 'itu', 'dijadikan', 'narasumber', 'jg', 'dong', 'oleh', 'metro', 'biar', 'smw', 'jelas', 'hasilx', 'seperti', 'apa']","['misel', 'kecewa', 'mengundang', 'stlah', 'presentasi', 'membantu', 'ilmuwan', 'disana', 'ngidupin', 'motor', 'nikuba', 'dari   ', 'romania', 'transfer', 'knowledge', 'katax', 'lgs', 'ttd', 'kontraklah', 'dinegeri', 'kecewa', 'dinegara', 'orang', 'jg', 'kecewa', 'mwnya', 'namax', 'menciptakan', 'alat', 'katax', 'revolusioner', 'jalanx', 'semudah', 'semulus', 'fergussomemang', 'buuaanyaak', 'khususx', 'ilmuwan', 'masyarakat', 'yakinkan', 'smw', 'raguskeptislah', 'kecewa', 'maju', 'katax', 'orderan', 'masuk', 'khususx', 'satuan', 'tninah', 'dijadikan', 'narasumber', 'jg', 'metro', 'smw', 'hasilx']"
302,"Kalau tidak di Hargai oleh Negara Sendiri dan bahkan cenderung di ""JELEK JELEK"" an..ga ada salahnya,pembuat Nikuba menjualnya ke Pihak Lain...apakah artinya Pembuat Nikuba mjd ""Penghianat Bangsa""..? mnrt saya,itu Relatif..knp..? Nikuba secara subtantif tidak membahayakan Keselamatan Negara,beda lagi,jika Nikuba ini sbg Senjata Pemusnah Massal,misalnya.Nikuba ini msuk kategori Teknologi.kalau ga di butuhkan oleh Negara Sendiri,lantas sbg Penemu..hrs bagaimana.? Toh tdk merubah Nikuba itu mjd milik bangsa lain.wallohu'alam bissowwab",negatif,"kalau tidak di hargai oleh negara sendiri dan bahkan cenderung di ""jelek jelek"" an..ga ada salahnya,pembuat nikuba menjualnya ke pihak lain...apakah artinya pembuat nikuba mjd ""penghianat bangsa""..? mnrt saya,itu relatif..knp..? nikuba secara subtantif tidak membahayakan keselamatan negara,beda lagi,jika nikuba ini sbg senjata pemusnah massal,misalnya.nikuba ini msuk kategori teknologi.kalau ga di butuhkan oleh negara sendiri,lantas sbg penemu..hrs bagaimana.? toh tdk merubah nikuba itu mjd milik bangsa lain.wallohu'alam bissowwab",kalau tidak di hargai oleh negara sendiri dan bahkan cenderung di jelek jelek anga ada salahnyapembuat nikuba menjualnya ke pihak lainapakah artinya pembuat nikuba mjd penghianat bangsa mnrt sayaitu relatifknp nikuba secara subtantif tidak membahayakan keselamatan negarabeda lagijika nikuba ini sbg senjata pemusnah massalmisalnyanikuba ini msuk kategori teknologikalau ga di butuhkan oleh negara sendirilantas sbg penemuhrs bagaimana toh tdk merubah nikuba itu mjd milik bangsa lainwallohualam bissowwab,"['kalau', 'tidak', 'di', 'hargai', 'oleh', 'negara', 'sendiri', 'dan', 'bahkan', 'cenderung', 'di', 'jelek', 'jelek', 'anga', 'ada', 'salahnyapembuat', 'nikuba', 'menjualnya', 'ke', 'pihak', 'lainapakah', 'artinya', 'pembuat', 'nikuba', 'mjd', 'penghianat', 'bangsa', 'mnrt', 'sayaitu', 'relatifknp', 'nikuba', 'secara', 'subtantif', 'tidak', 'membahayakan', 'keselamatan', 'negarabeda', 'lagijika', 'nikuba', 'ini', 'sbg', 'senjata', 'pemusnah', 'massalmisalnyanikuba', 'ini', 'msuk', 'kategori', 'teknologikalau', 'ga', 'di', 'butuhkan', 'oleh', 'negara', 'sendirilantas', 'sbg', 'penemuhrs', 'bagaimana', 'toh', 'tdk', 'merubah', 'nikuba', 'itu', 'mjd', 'milik', 'bangsa', 'lainwallohualam', 'bissowwab']","['kalau', 'tidak', 'di', 'hargai', 'oleh', 'negara', 'sendiri', 'dan', 'bahkan', 'cenderung', 'di', 'jelek', 'jelek', 'anga', 'ada', 'salahnyapembuat', 'nikuba', 'menjualnya', 'ke', 'pihak', 'lainapakah', 'artinya', 'pembuat', 'nikuba', 'mjd', 'penghianat', 'bangsa', 'mnrt', 'sayaitu', 'relatifknp', 'nikuba', 'secara', 'subtantif', 'tidak', 'membahayakan', 'keselamatan', 'negarabeda', 'lagijika', 'nikuba', 'ini', 'sebagai', 'senjata', 'pemusnah', 'massalmisalnyanikuba', 'ini', 'masuk', 'kategori', 'teknologikalau', 'tidak', 'di', 'butuhkan', 'oleh', 'negara', 'sendirilantas', 'sebagai', 'penemuhrs', 'bagaimana', 'toh', 'tidak', 'Mengubah', 'nikuba', 'itu', 'mjd', 'milik', 'bangsa', 'lainwallohualam', 'bissowwab']","['hargai', 'negara', 'cenderung', 'jelek', 'jelek', 'anga', 'salahnyapembuat', 'nikuba', 'menjualnya', 'lainapakah', 'pembuat', 'nikuba', 'mjd', 'penghianat', 'bangsa', 'mnrt', 'sayaitu', 'relatifknp', 'nikuba', 'subtantif', 'membahayakan', 'keselamatan', 'negarabeda', 'lagijika', 'nikuba', 'senjata', 'pemusnah', 'massalmisalnyanikuba', 'masuk', 'kategori', 'teknologikalau', 'butuhkan', 'negara', 'sendirilantas', 'penemuhrs', 'Mengubah', 'nikuba', 'mjd', 'milik', 'bangsa', 'lainwallohualam', 'bissowwab']"
303,"Ketika karya buatan sendiri lebih dihargai oleh negara lain daripada negeri sendiri, ini bukan gak cinta tanah air tapi hasil jerih payah sendiri giliran udah di sorot negara lain ini BRIN mau mansinya doang nanti lama-lama di klaim dan uangnya di potong buat beli rubicon para pejabat tanpa usaha😂😂",negatif,"ketika karya buatan sendiri lebih dihargai oleh negara lain daripada negeri sendiri, ini bukan gak cinta tanah air tapi hasil jerih payah sendiri giliran udah di sorot negara lain ini brin mau mansinya doang nanti lama-lama di klaim dan uangnya di potong buat beli rubicon para pejabat tanpa usaha😂😂",ketika karya buatan sendiri lebih dihargai oleh negara lain daripada negeri sendiri ini bukan gak cinta tanah air tapi hasil jerih payah sendiri giliran udah di sorot negara lain ini brin mau mansinya doang nanti lamalama di klaim dan uangnya di potong buat beli rubicon para pejabat tanpa usaha,"['ketika', 'karya', 'buatan', 'sendiri', 'lebih', 'dihargai', 'oleh', 'negara', 'lain', 'daripada', 'negeri', 'sendiri', 'ini', 'bukan', 'gak', 'cinta', 'tanah', 'air', 'tapi', 'hasil', 'jerih', 'payah', 'sendiri', 'giliran', 'udah', 'di', 'sorot', 'negara', 'lain', 'ini', 'brin', 'mau', 'mansinya', 'doang', 'nanti', 'lamalama', 'di', 'klaim', 'dan', 'uangnya', 'di', 'potong', 'buat', 'beli', 'rubicon', 'para', 'pejabat', 'tanpa', 'usaha']","['ketika', 'karya', 'buatan', 'sendiri', 'lebih', 'dihargai', 'oleh', 'negara', 'lain', 'daripada', 'negeri', 'sendiri', 'ini', 'bukan', 'tidak', 'cinta', 'tanah', 'air', 'tetapi', 'hasil', 'jerih', 'payah', 'sendiri', 'giliran', 'sudah', 'di', 'sorot', 'negara', 'lain', 'ini', 'brin', 'mau', 'mansinya', 'doang', 'nanti', 'lamalama', 'di', 'klaim', 'dan', 'uangnya', 'di', 'potong', 'buat', 'beli', 'rubicon', 'para', 'pejabat', 'tanpa', 'usaha']","['karya', 'buatan', 'dihargai', 'negara', 'negeri', 'cinta', 'tanah', 'air', 'hasil', 'jerih', 'payah', 'giliran', 'sorot', 'negara', 'brin', 'mansinya', 'doang', 'lamalama', 'klaim', 'uangnya', 'potong', 'beli', 'rubicon', 'pejabat', 'usaha']"
304,"Tantangan anak bangsa untuk berkembang adalah diremehkan oleh bangsa sendiri.

Persis yang disampaikan pemimpin bangsa
""Mengusir penjajah negara asing jauh lebih mudah dibandingkan melawan penjajahan bangsa sendiri""",negatif,"tantangan anak bangsa untuk berkembang adalah diremehkan oleh bangsa sendiri.

persis yang disampaikan pemimpin bangsa
""mengusir penjajah negara asing jauh lebih mudah dibandingkan melawan penjajahan bangsa sendiri""",tantangan anak bangsa untuk berkembang adalah diremehkan oleh bangsa sendiri persis yang disampaikan pemimpin bangsa mengusir penjajah negara asing jauh lebih mudah dibandingkan melawan penjajahan bangsa sendiri,"['tantangan', 'anak', 'bangsa', 'untuk', 'berkembang', 'adalah', 'diremehkan', 'oleh', 'bangsa', 'sendiri', 'persis', 'yang', 'disampaikan', 'pemimpin', 'bangsa', 'mengusir', 'penjajah', 'negara', 'asing', 'jauh', 'lebih', 'mudah', 'dibandingkan', 'melawan', 'penjajahan', 'bangsa', 'sendiri']","['tantangan', 'anak', 'bangsa', 'untuk', 'berkembang', 'adalah', 'diremehkan', 'oleh', 'bangsa', 'sendiri', 'persis', 'yang', 'disampaikan', 'pemimpin', 'bangsa', 'mengusir', 'penjajah', 'negara', 'asing', 'jauh', 'lebih', 'mudah', 'dibandingkan', 'melawan', 'penjajahan', 'bangsa', 'sendiri']","['tantangan', 'anak', 'bangsa', 'berkembang', 'diremehkan', 'bangsa', 'persis', 'pemimpin', 'bangsa', 'mengusir', 'penjajah', 'negara', 'asing', 'mudah', 'dibandingkan', 'melawan', 'penjajahan', 'bangsa']"
305,"Angin segar buat negara eropa, disaat lg krisis bbm malah ada nikuba. Langsung auto di teliti buat produksi massal dlm negeri",negatif,"angin segar buat negara eropa, disaat lg krisis bbm malah ada nikuba. langsung auto di teliti buat produksi massal dlm negeri",angin segar buat negara eropa disaat lg krisis bbm malah ada nikuba langsung auto di teliti buat produksi massal dlm negeri,"['angin', 'segar', 'buat', 'negara', 'eropa', 'disaat', 'lg', 'krisis', 'bbm', 'malah', 'ada', 'nikuba', 'langsung', 'auto', 'di', 'teliti', 'buat', 'produksi', 'massal', 'dlm', 'negeri']","['angin', 'segar', 'buat', 'negara', 'eropa', 'disaat', 'Sedang', 'krisis', 'bbm', 'malah', 'ada', 'nikuba', 'langsung', 'auto', 'di', 'teliti', 'buat', 'produksi', 'massal', 'dalam', 'negeri']","['angin', 'segar', 'negara', 'eropa', 'disaat', 'Sedang', 'krisis', 'bbm', 'nikuba', 'langsung', 'auto', 'teliti', 'produksi', 'massal', 'negeri']"
306,"Selama BRIN masih dicengkeram kepentingan partai xxxx dan ketuanya masih yg itu, lembaga ini tidak akan memberi manfaat bagi bangsa dan justru akan memupus asa para peneliti dalam negeri. Kasus Nikuba dan UAV Elang Hitam adalah contoh nyata.",positif,"selama brin masih dicengkeram kepentingan partai xxxx dan ketuanya masih yg itu, lembaga ini tidak akan memberi manfaat bagi bangsa dan justru akan memupus asa para peneliti dalam negeri. kasus nikuba dan uav elang hitam adalah contoh nyata.",selama brin masih dicengkeram kepentingan partai xxxx dan ketuanya masih yg itu lembaga ini tidak akan memberi manfaat bagi bangsa dan justru akan memupus asa para peneliti dalam negeri kasus nikuba dan uav elang hitam adalah contoh nyata,"['selama', 'brin', 'masih', 'dicengkeram', 'kepentingan', 'partai', 'xxxx', 'dan', 'ketuanya', 'masih', 'yg', 'itu', 'lembaga', 'ini', 'tidak', 'akan', 'memberi', 'manfaat', 'bagi', 'bangsa', 'dan', 'justru', 'akan', 'memupus', 'asa', 'para', 'peneliti', 'dalam', 'negeri', 'kasus', 'nikuba', 'dan', 'uav', 'elang', 'hitam', 'adalah', 'contoh', 'nyata']","['selama', 'brin', 'masih', 'dicengkeram', 'kepentingan', 'partai', 'xxxx', 'dan', 'ketuanya', 'masih', 'yang', 'itu', 'lembaga', 'ini', 'tidak', 'akan', 'memberi', 'manfaat', 'bagi', 'bangsa', 'dan', 'justru', 'akan', 'memupus', 'asa', 'para', 'peneliti', 'dalam', 'negeri', 'kasus', 'nikuba', 'dan', 'uav', 'elang', 'hitam', 'adalah', 'contoh', 'nyata']","['brin', 'dicengkeram', 'kepentingan', 'partai', 'xxxx', 'ketuanya', 'lembaga', 'manfaat', 'bangsa', 'memupus', 'asa', 'peneliti', 'negeri', 'nikuba', 'uav', 'elang', 'hitam', 'contoh', 'nyata']"
307,"Klo nikuba dikembangkan...penjual BBM n anteknya bakalan rugi besar,makanya dihambat",negatif,"klo nikuba dikembangkan...penjual bbm n anteknya bakalan rugi besar,makanya dihambat",klo nikuba dikembangkanpenjual bbm  anteknya bakalan rugi besarmakanya dihambat,"['klo', 'nikuba', 'dikembangkanpenjual', 'bbm', 'anteknya', 'bakalan', 'rugi', 'besarmakanya', 'dihambat']","['kalau', 'nikuba', 'dikembangkanpenjual', 'bbm', 'anteknya', 'bakalan', 'rugi', 'besarmakanya', 'dihambat']","['nikuba', 'dikembangkanpenjual', 'bbm', 'anteknya', 'rugi', 'besarmakanya', 'dihambat']"
